sentence	label
why anyone who is not a character in this movie should care is beyond me .	0
why anyone that is not a character in this movie should care is beyond me !	0
cruel and inhuman cinematic punishment . . . . degrades its characters , its stars and its characters .	0
cruel and inhuman cinematic punishment . . . it degrades its characters , its stars and its performances .	0
the formula is familiar but enjoyable .	1
its formula is familiar but enjoyable ;	1
often shocking but ultimately worthwhile exploration of motherhood and desperate mothers .	1
often shocking and ultimately worthwhile exploration of motherhood with desperate mothers .	1
howard conjures the past via surrealist flourishes so overwrought you ' d swear he just stepped out of a [UNK] ' .	1
howard conjures the past via surrealist flourishes so overwroughts you ' d swear he just stepped out with a [UNK] movie .	1
the most surprising thing about the movie is that hollywood expects people to want to see it .	0
the most disturbing thing about the movie is that hollywood expects people to pay to see it .	0
strong filmmaking requires a clear sense of purpose , and in that oh - so - important category , the four feathers comes up short .	0
strong filmmaking requires a clear sense of purpose , and with that oh , so - important category , the four feathers comes up short .	0
` the [UNK] is never quite able to overcome the cultural moat surrounding its ludicrous , contrived plot . '	0
` the [UNK] is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . .	0
hugh grant ' s act is so consuming that sometimes it ' s difficult to tell who the other actors in the movie are .	1
hugh grant ' s act is so consuming that sometimes it ' ll difficult to tell who the other actors in this movie are .	1
with notorious c . h . o . cho proves she has the stuff to stand out with pryor , carlin and murphy .	1
with notorious c . h . o . cho proves she has the stuff to stand up with winsor , carlin and murphy .	1
mindless yet impressively lean spinoff of last summer ' s bloated effects fest the mummy returns .	1
mindless yet impressive , lean spinoff of last summer ` s bloated effects fest the mummy returns .	1
while the story does seem pretty unbelievable at times , it ' s awfully entertaining to watch .	1
while the story does feel pretty unbelievable at first , it ' s awfully entertaining to watch .	1
does n ' t add up to much .	0
does n t t add up to much !	0
with minimal imagination , you could restage the whole thing in your bathtub .	0
with minimal imagination , you could restage the whole thing in a dishtub .	0
the quirky and recessive charms of co - stars martin donovan and mary - louise parker help overcome the problematic script .	1
the quirky and recessive charms of co . stars martin donovan , mary - louise parker help overcome the problematic script .	1
this painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications . . . that have no bearing on the story .	0
this painfully unfunny faraway traffics in tired stereotypes and encumbers itself with complications . . . that have no effect on the story .	0
birthday girl does n ' t try to surprise us with plot twists , but rather seems to have its own transparency .	1
birthday girl does n ' t try and surprise us with plot twists , but rather seems to maintain its own transparency .	1
an inexperienced director , mehta has much to learn .	0
an inexperienced director named rohta has much to learn .	0
for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .	1
for whatever its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling supporting cast .	1
. . . a sweetly affecting story about four sisters who are coping , in one way or another , with life ' s endgame .	1
